DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.7,7.3,28,21.5,187,1
3.9,7.9,27,17.6,100,1
3.9,7.2,26,12.2,161,1
4,7.7,28,20.6,116,1
3.9,7.2,32,18.7,132,1
3.8,7.6,32,15,132,1
3.6,7.6,32,19.5,125,1
3.8,7,29,12.9,190,1
3.6,8.5,32,10.7,186,1
4,8.5,30,22.6,130,1
3.9,8.1,29,12.1,143,1
3.8,8.3,28,11.6,183,1
3.7,8.1,26,15.8,166,1
3.6,7.1,32,21.6,128,1
3.7,7.1,27,22.7,183,1
3.6,8.3,30,21.3,109,1
4,6.8,28,18.3,156,1
3.5,8.7,31,21.3,130,1
3.7,7.4,29,16.5,197,1
4,7.8,32,11.4,101,1
3.7,7.1,26,22,114,1
4,6.9,30,20.6,181,1
3.5,8.2,26,12.9,184,1
4,7.7,36,10.2,182,1
4,7.9,30,21,132,1
4,8.1,29,29.9,185,1
3.6,8.6,30,19.3,123,1
3.9,7.3,44,12.1,156,1
3.7,8.4,29,19.6,137,1
3.7,7.9,27,11.6,169,1
3.5,8.4,28,15.2,124,1
3.9,7.2,27,10.3,167,1
4,8.5,31,21.1,172,1
3.8,6.9,29,17.3,112,1
3.7,7.6,30,14.9,159,1
3.6,7,26,18.5,187,1
3.8,7,31,15.4,100,1
3.5,8.5,32,23.8,177,1
3.6,8.4,31,20.1,142,1
3.6,8.1,32,18,113,1
3.5,7.7,27,12,107,1
3.9,7.9,31,16.1,129,1
3.8,7.5,28,13.6,156,1
4,7.9,31,12.8,136,1
3.9,8.6,26,21.4,194,1
3.8,7.7,32,13.4,120,1
4,8.7,32,14.3,108,1
4,7,26,11.5,165,1
3.7,8.5,30,10.1,195,1
3.9,8.2,37,23.2,119,1
3.7,8,38,17.7,160,1
3.8,8.2,31,19.2,178,1
4,7,32,10.2,189,1
3.5,8.6,31,15.9,197,1
3.6,8.3,32,21.2,145,1
3.9,7.4,28,12.9,154,1
3.9,7.2,32,30.2,199,1
4,8.1,26,18.5,167,1
3.7,6.9,31,11.5,178,1
3.5,8.6,29,20.3,130,1
3.9,7.6,27,12.1,116,1
3.5,7.2,30,20.6,144,1
3.6,8,27,23.3,131,1
3.8,7.2,31,13,111,1
3.5,8.1,26,19.3,144,1
4,7.2,30,13.2,136,1
4,7.6,27,19.4,116,1
3.6,8.5,27,10.9,114,1
3.5,8.6,30,11.6,177,1
3.5,8.4,28,19.3,199,1
3.9,7.7,26,20.8,140,1
3.8,8.6,31,15.1,129,1
4,7.1,29,17.3,113,1
3.7,7.5,26,10.2,110,1
3.8,8.4,29,21.8,135,1
3.8,8.5,27,24.3,108,1
3.7,7.4,28,13,107,1
3.6,7.8,26,20.2,170,1
4,8.6,29,16.8,115,1
3.6,7,30,19.2,179,1
3.6,8.4,26,17.2,172,1
4,7.6,27,20.7,119,1
4,8.7,30,19,148,1
3.5,7.8,31,17,197,1
3.6,8.2,28,15.2,162,1
3.6,6.9,27,19.5,189,1
4,6.9,36,10.8,171,1
3.9,8,29,16.9,172,1
3.8,7.8,29,15.3,157,1
3.8,7.1,32,23.4,123,1
3.5,7.5,31,23.5,161,1
3.6,8.1,31,13.7,123,1
3.5,8.7,29,17.6,199,1
3.9,7.8,26,15.7,196,1
3.7,7.7,31,22.1,187,1
3.6,7.2,32,21.2,198,1
3.6,7.4,30,22.7,150,1
3.9,8.3,31,14.7,130,1
3.5,8.3,32,20.6,142,1
3.9,8.6,28,11.1,100,1
3.8,7.4,32,15.3,161,1
3.6,8.3,30,20.8,168,1
3.9,7.6,31,22.7,136,1
3.7,8.7,29,12.2,187,1
3.8,7.4,30,14.4,142,1
3.8,7.4,26,15.9,165,1
3.6,8,31,20.5,147,1
3.8,8.4,29,22.5,131,1
3.5,7.1,29,22.9,105,1
3.7,7.6,28,11.1,105,1
4,7.5,28,21.2,148,1
3.9,8.4,29,12.5,188,1
3.5,8.4,31,11.5,124,1
3.9,6.9,30,10.8,107,1
3.8,6.9,32,21,150,1
3.9,7,31,24.2,134,1
3.6,8,32,17,116,1
4,7.2,32,20.3,130,1
3.9,7.3,31,16.7,103,1
3.7,7.8,27,14.5,154,1
3.6,7.7,30,20.2,200,1
3.8,6.9,28,19.3,193,1
4,7.7,26,11,166,1
3.5,7.6,27,13.1,193,1
3.9,8.1,30,24.3,194,1
4,7.2,28,33.9,159,1
4,8.1,31,12.2,125,1
3.9,7.2,32,11,163,1
3.6,7.9,30,14.1,183,1
3.5,8.3,26,17.1,113,1
3.5,8.6,36,23.9,145,1
3.8,8.5,31,18.9,175,1
3.7,7.3,32,14.4,128,1
3.5,6.9,30,15.9,157,1
3.8,8.1,30,11,193,1
3.6,8.6,28,10.1,142,1
3.6,7.1,27,24.5,123,1
3.6,8.3,29,19.5,175,1
3.7,7,27,16.4,187,1
4,7.1,31,15.4,170,1
4,7.1,29,24.5,187,1
3.5,8.7,27,10.2,194,1
3.9,7.9,32,11,111,1
3.5,7.5,29,20.9,155,1
4,8.1,31,17.9,194,1
3.9,8.1,26,17.5,115,1
3.9,8.6,32,10.7,108,1
3.5,6.8,32,22.2,155,1
3.7,7.2,26,18.3,163,1
3.9,8.5,41,22.6,144,1
3.6,7.1,26,19,200,1
3.8,7.1,45,20.6,166,1
3.9,7.5,30,10.5,106,1
3.6,7.5,26,15.4,152,1
3.6,7.5,28,12.1,144,1
3.9,6.8,31,13.3,198,1
3.9,8.3,32,20.5,190,1
3.6,7.6,30,24.6,105,1
3.5,8.1,28,16.6,182,1
3.7,8.4,29,16.5,116,1
3.9,8.5,31,16.5,158,1
3.5,8.5,32,17,152,1
3.8,7.3,28,13,189,1
3.7,8.3,29,10.1,126,1
3.7,8.6,31,19,195,1
3.9,7.7,32,17.6,138,1
3.5,7.9,43,13.8,105,1
3.7,8.2,30,10.3,145,1
3.5,7.2,30,16,121,1
3.6,7,27,21.5,114,1
3.9,8.3,31,22.7,195,1
3.8,7,26,10.7,161,1
3.9,8.3,29,20.5,160,1
3.9,8.2,27,11.1,138,1
3.8,7.4,26,22.5,110,1
4,7.8,29,16.3,156,1
3.7,7.8,30,14,123,1
3.8,8.4,30,18.7,126,1
3.8,8.7,32,21.7,182,1
3.5,7,29,20.9,163,1
3.5,7.5,30,13.9,117,1
3.5,8.7,30,14.5,104,1
3.7,7.6,29,18.9,122,1
3.8,6.9,26,23,116,1
3.7,7,29,21.8,188,1
3.8,8.2,32,22,127,1
3.6,7.9,31,12.5,133,1
4,8.6,27,12.4,143,1
3.8,7.1,28,23.7,180,1
3.9,8.7,30,24.5,154,1
4,8.5,27,21.7,152,1
3.9,7,27,13.2,133,1
3.8,6.8,26,10,123,1
3.6,8.4,32,16.8,183,1
3.8,7.2,29,12.3,180,1
3.6,8.7,29,20.1,160,1
4,7.4,26,16.2,198,1
3.5,8.7,27,20.2,200,1
3.9,7.9,26,14.2,116,1
3.6,7.5,32,13.2,142,1
3.7,7.6,29,18.9,189,1
4,8.7,31,19.5,170,1
3.7,8.7,26,17.3,194,1
3.8,7.8,32,16.9,176,1
3.5,7.1,28,14.1,190,1
3.7,7.5,26,17,108,1
3.5,8.5,26,12.4,124,1
3.6,8.1,29,24.9,199,1
4,6.8,28,15.3,174,1
3.8,7.1,29,12.8,112,1
4,7.8,29,17.9,147,1
3.7,8.1,26,24.1,160,1
3.7,7.1,31,22.2,194,1
3.7,8.5,39,16.4,177,1
3.5,6.8,31,13.2,174,1
3.7,7.2,32,12.2,175,1
4,7.8,31,21,165,1
3.8,8.3,26,20.4,125,1
3.7,7.7,26,10.4,107,1
4,7.9,28,15.6,161,1
3.7,8,32,23.8,116,1
4,8,29,16.4,109,1
4,7.7,26,12.7,167,1
3.6,7.2,26,16.1,188,1
3.6,7.2,29,18.3,190,1
4,8.6,32,17.2,148,1
3.5,8.1,28,17.4,170,1
3.9,7.6,30,20.6,177,1
3.6,7.5,26,19.7,108,1
4,7.8,26,19,195,1
3.9,7,27,16.9,146,1
3.6,7.8,32,18.8,113,1
4,6.8,26,29.4,162,1
3.8,7.1,32,24.4,185,1
3.8,8.5,26,24.9,154,1
3.5,6.8,26,18.9,104,1
3.9,7.6,28,28.3,162,1
3.8,8.7,30,23.4,187,1
3.8,8,31,15.7,191,1
3.9,8.3,30,15.8,161,1
4,7.6,28,12.3,169,1
3.8,7.5,27,13.7,182,1
3.7,6.8,27,21.5,118,1
3.8,8.3,29,12.7,147,1
3.8,7.6,32,16.3,126,1
3.7,7.5,28,11.8,166,1
4,8.3,30,17.2,135,1
3.5,8.3,29,14.1,120,1
3.8,7.5,28,10.5,166,1
3.6,8,32,11,199,1
3.7,8.4,29,10.4,158,1
3.7,8.2,27,12.5,105,1
3.5,8.5,27,20.3,191,1
3.9,8.7,30,13.4,128,1
3.8,7.8,32,13.3,101,1
3.5,8.6,26,16,102,1
3.6,7.8,32,18.3,187,1
3.6,7.3,29,14.6,168,1
3.6,8.2,30,19.6,195,1
3.6,8.7,31,10.2,181,1
3.7,7.1,27,17.3,165,1
3.6,7.8,30,18.6,104,1
4,7,27,13,157,1
4,7,32,16.8,130,1
4,8.6,31,18.2,171,1
3.6,7.9,31,20.5,140,1
3.7,6.8,32,21.5,185,1
3.8,8,28,17.3,171,1
3.6,8.5,26,12.7,172,1
3.5,7.2,31,20.1,146,1
3.8,8.2,28,21.3,127,1
3.5,8.1,26,20.5,157,1
3.7,8.4,28,18.2,164,1
4,6.8,29,19,160,1
3.7,7,27,18.9,190,1
4,8.2,27,23.2,138,1
3.9,8.5,26,24.2,120,1
4,6.9,31,18.6,106,1
3.8,7.5,28,16.2,145,1
3.9,6.8,27,21.9,114,1
3.5,8.6,31,16.4,154,1
3.8,7.3,27,20.8,127,1
3.9,8.4,29,20.3,187,1
3.6,6.8,28,18.2,178,1
3.9,7.2,41,17.7,130,1
3.7,7,31,21.3,101,1
4,7.9,26,22.6,103,1
3.8,8.2,37,10.1,129,1
4,7,26,19,144,1
3.9,8.3,33,16,126,1
3.7,7.7,26,19.4,125,1
3.8,7.5,31,19.4,106,1
3.6,8.4,30,12.7,130,1
3.7,7.2,30,15.7,140,1
3.9,6.8,27,24,138,1
3.6,7.8,27,10.2,141,1
3.8,7.6,31,11.6,174,1
3.9,8,28,19.8,144,1
3.5,7.2,28,24.7,142,1
4,7.6,30,11.4,166,1
3.7,8.3,32,15.5,141,1
3.9,7,29,12.1,153,1
3.7,7.6,31,16.4,175,1
3.7,7.8,27,14,123,1
4,6.8,32,13.3,140,1
3.8,8.7,30,12.2,196,1
3.7,7.9,27,32.8,106,1
4,6.9,30,18,104,1
3.8,6.8,27,21.6,120,1
3.9,6.8,31,12.1,165,1
4,6.9,30,11.8,199,1
3.9,7.5,27,21.5,193,1
3.8,8.2,30,18.8,176,1
3.8,7.9,31,23.5,129,1
3.7,7,31,22.7,142,1
4,7,31,12.5,176,1
3.5,7.3,30,10.1,136,1
4,6.9,27,16.4,175,1
3.6,6.8,30,16.8,147,1
3.5,8.5,32,20.8,147,1
3.7,7.5,30,34.4,199,1
3.9,8.3,35,13.4,192,1
3.6,7.7,26,13.1,156,1
3.5,8.5,26,12.9,179,1
3.8,8.7,29,10.7,180,1
3.5,7.6,32,14.2,157,1
4,8.4,27,13.6,119,1
3.9,8,28,12.9,177,1
3.9,8.7,32,23.1,125,1
3.6,7.6,32,14.2,160,1
3.9,6.8,31,20.8,177,1
4,8.3,26,15.7,113,1
3.5,6.8,32,25,159,1
3.8,7.6,29,13.9,190,1
4,8.4,29,20.6,160,1
3.7,6.8,26,11.3,141,1
3.8,7.6,30,15.6,123,1
3.5,6.8,29,14.7,188,1
3.9,8,28,23.1,164,1
3.5,8.1,32,16.4,141,1
3.9,8.6,26,24.8,109,1
3.8,7.8,30,18.7,171,1
4,7.8,32,10.9,167,1
4,8.6,27,21.3,192,1
3.6,7.6,29,23.3,139,1
4,7.7,31,14.7,100,1
4,7.1,28,24.4,165,1
3.6,7.8,28,19.6,169,1
4,8.7,32,14.3,127,1
3.6,6.8,30,16.9,181,1
3.7,7.3,32,15.3,112,1
3.8,6.9,26,12.8,194,1
3.6,8.1,26,11.9,124,1
3.7,7.8,31,21.9,155,1
3.8,8.4,27,14.2,112,1
3.5,8.4,26,22.8,189,1
3.6,8.7,31,21.8,108,1
3.5,7.8,27,15.7,101,1
3.9,8.4,31,14.9,102,1
3.7,7.8,29,20.9,188,1
3.8,7.5,32,13.3,159,1
3.8,6.8,31,22.4,152,1
3.7,6.8,32,16.8,190,1
3.9,7.4,29,20.2,152,1
3.5,7.8,29,17.2,146,1
3.5,7.1,30,30.3,108,1
4,6.9,31,17.3,195,1
3.6,8.6,31,16.9,168,1
3.6,7,26,17.7,126,1
3.7,8.3,30,19.6,137,1
3.9,7.8,32,24.9,123,1
4,8.7,27,17.8,163,1
3.6,7.9,27,21.4,128,1
3.8,7.4,28,17.1,181,1
4,8.5,27,18.5,148,1
3.9,8.6,29,24.7,188,1
3.6,7.1,37,14,109,1
3.7,7.4,27,14.7,167,1
3.9,8.6,30,20.4,167,1
3.9,7.4,27,24,195,1
3.7,8.2,31,16.6,125,1
3.7,7,32,22.5,107,1
3.5,8.1,28,13.6,192,1
3.6,8,28,10.9,115,1
4,8.6,27,12.4,193,1
3.9,7.5,32,29.7,101,1
3.6,7,32,17.2,179,1
3.5,8.2,26,12.9,101,1
3.5,7.3,27,24.2,166,1
3.5,8.1,29,12.3,181,1
3.6,7,32,19.6,126,1
3.7,7,31,30,199,1
3.8,8.7,29,13.2,102,1
4,8.7,28,19.5,158,1
4,8,30,21.1,127,1
3.7,8.5,27,14.4,153,1
3.6,7.7,31,10.3,149,1
3.7,8,26,23.3,102,1
3.8,7.7,27,10,186,1
3.6,8.5,32,23,107,1
3.9,7.3,28,19.1,120,1
3.5,7.8,27,21,132,1
3.6,7.5,26,14.9,161,1
3.9,7.9,29,19.7,119,1
3.5,7.3,29,24.7,126,1
3.9,8.5,32,23.6,152,1
4,6.9,31,20.2,142,1
3.7,8,29,22.3,176,1
3.5,6.8,29,16.8,135,1
3.8,7.7,30,16,177,1
3.5,7.9,31,20.7,131,1
3.5,8,42,12.5,189,1
3.8,6.9,29,13.7,154,1
3.7,7.3,27,18.7,184,1
3.7,7,31,11.9,120,1
4,7.1,26,24.3,147,1
3.7,8.5,32,18.9,147,1
3.5,8.2,29,21.7,197,1
3.9,7.2,26,11,164,1
4,7.9,27,19.5,188,1
3.5,8.6,27,21.1,117,1
3.9,7.4,32,14.2,157,1
3.7,8.2,30,21.9,149,1
3.6,7,32,24,196,1
3.7,7.5,30,22.8,116,1
3.7,6.8,32,21.5,188,1
3.6,7,32,12.1,193,1
3.6,8.6,31,16.1,152,1
3.8,6.8,32,17.1,152,1
3.6,8.6,26,18.5,113,1
3.9,6.8,28,22.2,182,1
3.9,7.8,26,11.5,200,1
3.6,8.5,26,16.7,125,1
4,8.4,32,15.9,146,1
3.7,7.1,30,13.7,134,1
3.5,7.5,29,23.9,141,1
3.6,7.4,26,12.9,128,1
4,7,27,16.2,155,1
3.6,7.8,27,12,147,1
3.7,8,30,17.1,162,1
3.9,8,30,15.7,101,1
3.5,7.5,31,23.6,107,1
3.5,8.2,27,22,141,1
3.6,7.9,29,18.8,129,1
3.5,7.6,40,12,169,1
3.6,7.6,30,13.8,193,1
3.6,7.7,31,16.4,128,1
3.6,6.9,28,32.5,110,1
3.7,8.6,31,11.4,114,1
3.7,8.4,26,12.6,103,1
3.6,7.7,31,11.7,176,1
3.7,6.8,27,23.8,180,1
3.6,7.5,29,11.1,125,1
3.5,6.8,27,20.6,167,1
4,7.7,32,21.2,166,1
3.6,7.7,29,14.1,133,1
3.7,7.3,32,19.9,153,1
4,7.1,27,22.5,145,1
4,8.5,32,16.9,188,1
3.8,8.3,29,11.8,110,1
3.5,8.7,27,16,120,1
3.5,8.4,27,13.6,153,1
3.9,7.3,31,10.2,140,1
3.7,8,30,20.8,133,1
3.5,8.2,32,13.8,133,1
3.7,8.5,32,11,170,1
3.6,6.8,31,18.7,182,1
3.8,6.9,29,16.2,105,1
3.7,8.5,30,21,136,1
3.6,7,27,12.6,103,1
3.9,8.3,31,20.8,185,1
4,8.6,28,24.3,184,1
3.6,7.2,27,22.8,102,1
3.5,7.5,26,24.9,102,1
3.7,8.7,26,11.8,130,1
3.5,7.6,30,21.5,111,1
3.6,8.7,32,15.9,110,1
3.9,8.6,27,20.6,111,1
3.6,8.2,30,14.3,121,1
3.7,7.6,27,24.6,146,1
4,7.6,26,12.6,136,1
3.6,6.9,26,11.2,128,1
3.9,7.3,29,22.2,136,1
4,7.5,30,23.9,148,1
3.7,8,31,22.1,160,1
3.5,7.1,27,24.3,167,1
3.6,6.9,26,13,136,1
3.9,7.9,27,12.7,171,1
3.8,7.9,27,16.8,148,1
3.5,8.5,30,11.5,178,1
3.8,8.6,32,12.1,171,1
3.7,8.3,28,23.3,109,1
4,7.2,39,16.3,165,1
3.8,6.8,27,12.1,153,1
3.8,7.4,31,20.9,117,1
3.6,7,30,19,186,1
4,7.6,36,18.6,149,1
3.5,7.6,26,16.8,165,1
4,8.3,32,10.8,141,1
3.5,7.2,30,11.4,129,1
3.8,7.3,29,11.3,151,1
4,7.3,29,16.7,113,1
3.5,8.3,30,21,145,1
3.5,8.6,30,13.9,157,1
4,8.6,29,17.2,142,1
3.5,7.5,27,22.9,130,1
3.9,6.9,32,22.7,160,1
4,6.9,31,12.2,148,1
3.6,6.8,27,19.7,182,1
3.9,7.3,26,11.1,173,1
3.8,8.6,31,13.3,188,1
3.8,7.7,31,22.8,163,1
3.7,8.1,32,12.5,123,1
3.6,7.5,32,23.8,183,1
3.5,7.7,31,12.1,111,1
3.9,7.5,30,21,110,1
4,7.7,32,13.6,137,1
3.6,7.8,31,20.1,101,1
3.8,6.8,27,14.5,151,1
3.5,7.3,32,14.8,126,1
3.7,8.2,28,16.9,128,1
3.7,8,31,22.5,147,1
3.7,7.7,30,10.1,155,1
4,8.6,31,10.6,152,1
3.5,8.6,30,22.4,131,1
3.8,8.7,26,11.8,145,1
3.7,6.9,26,22.1,190,1
3.9,7.1,30,23.4,194,1
3.6,8.4,30,15.5,159,1
3.9,8.5,27,16.5,142,1
4,8.7,27,12.2,196,1
3.6,7.1,29,24.5,188,1
3.6,7.6,26,19.2,114,1
3.7,8.3,30,13.6,183,1
3.8,7.1,26,33.7,165,1
4,8.6,29,22.8,150,1
3.5,7.1,29,23.5,158,1
3.9,7.8,28,13.2,170,1
3.7,7.3,31,23.8,118,1
4,8,28,21,198,1
3.6,7.9,32,18,153,1
3.8,8.5,30,10.4,157,1
3.6,7.9,30,24.1,124,1
3.9,7.9,30,10.8,116,1
3.9,7.9,29,17.8,137,1
3.8,8.6,31,10.9,179,1
4,7.9,27,21.9,168,1
3.5,8,30,23.5,162,1
3.5,7.2,30,24.6,172,1
3.5,7.8,26,17.3,198,1
3.7,7.5,28,17.4,116,1
3.7,8.4,28,23.1,163,1
3.5,7.3,26,18.4,156,1
3.7,8.3,32,22.9,126,1
3.9,7,31,12.9,113,1
3.6,8.1,26,21.2,107,1
3.8,7.2,26,15.5,118,1
3.8,8.6,26,26.4,160,1
3.7,8.2,32,22.7,190,1
3.5,6.9,30,12,132,1
4,8.4,26,15.9,125,1
3.9,7.9,27,13.5,165,1
3.9,8,28,10.1,142,1
3.5,7.8,27,17.7,159,1
4,8,28,15.6,188,1
4,6.8,28,14.2,100,1
4,8.3,29,11.6,125,1
4,7.8,26,15.2,175,1
3.8,7.5,28,12.1,174,1
3.9,8.3,28,10.1,120,1
3.6,7,30,12.9,151,1
3.7,7.1,30,11.1,104,1
3.5,8.4,31,20.5,188,1
3.6,7.6,29,14.3,199,1
3.5,8,45,16.9,195,1
3.8,7.7,27,11,112,1
3.7,7.6,29,13.1,197,1
3.5,7,29,12.6,140,1
3.5,8.3,26,13.2,158,1
3.7,8.4,30,10.1,129,1
3.5,7.2,32,22.9,166,1
3.7,6.9,30,10.1,190,1
3.9,7.4,26,21,167,1
3.9,6.8,32,15.5,199,1
4,8.4,29,23.1,186,1
4,7.6,26,16.9,125,1
4,6.9,29,14.7,126,1
3.6,8.3,32,10.5,171,1
3.5,6.9,28,15.7,120,1
3.8,7.5,30,16.4,150,1
3.5,8,31,15.9,181,1
3.9,8.2,31,19.9,142,1
3.7,7.1,29,22.3,107,1
4,7.5,29,22.3,181,1
3.9,8.2,32,21.5,189,1
4,8,32,15.7,190,1
3.5,7.3,28,15,142,1
3.7,8,29,12.7,177,1
3.8,7.9,27,13.6,170,1
3.8,8.6,30,17,112,1
4,6.9,30,15.5,173,1
3.5,7.5,27,15.6,139,1
3.6,6.8,32,20.6,111,1
3.9,7.4,26,18.2,182,1
3.9,7.7,26,10,197,1
3.9,7.2,31,15.4,133,1
3.6,8.4,32,17.1,107,1
4,8.3,26,20.9,132,1
4,8.6,31,18.3,109,1
3.7,8.4,29,20.7,150,1
3.7,7.6,29,11.3,126,1
4,8,32,17.3,153,1
3.9,7.2,30,28.6,120,1
3.6,7.9,35,13.3,154,1
3.5,6.9,31,23.5,198,1
3.9,8.4,27,21.6,137,1
3.8,6.8,27,18.3,153,1
3.7,8.1,31,16.8,138,1
3.8,7.7,32,24.4,139,1
4,8.3,29,13.2,146,1
3.8,7.6,26,11.7,186,1
4,7.3,31,13.9,144,1
3.8,7.2,38,16.1,143,1
3.8,6.8,32,13.5,161,1
3.7,8,31,11.6,102,1
3.9,7.9,31,18.4,174,1
3.6,7.9,32,10.4,177,1
3.5,7.5,27,14.3,191,1
3.5,7.1,31,20.8,188,1
3.9,7.8,32,23.5,101,1
4,8.1,29,12.5,161,1
3.9,7.8,32,13.8,156,1
3.5,8.6,29,21.4,198,1
4,7,32,23,199,1
3.9,8.1,28,13.6,136,1
3.5,7.2,27,21.7,107,1
3.8,8.4,27,24.6,119,1
3.6,8.4,28,18,154,1
3.7,7.5,26,23.9,120,1
3.6,7.3,30,24,187,1
3.9,7.8,26,12.6,129,1
3.8,8,31,20.3,112,1
3.6,8.3,26,23.4,144,1
3.9,8,29,19.5,192,1
3.8,8,27,21.6,163,1
3.8,6.8,30,24.4,190,1
4,7.2,29,16.3,127,1
3.7,8.7,27,22.4,131,1
3.9,6.8,27,23.1,191,1
3.9,7.5,29,17.5,113,1
3.5,7.5,26,15.2,154,1
3.7,7.6,29,16.5,164,1
3.6,7.8,27,14.4,116,1
3.9,7.3,29,12.9,124,1
3.9,7.6,28,10.4,196,1
4,8.6,32,23.9,190,1
3.9,7.6,28,11.5,115,1
3.6,8.4,27,12,143,1
4,6.8,27,19.5,122,1
4,7.9,30,12.7,152,1
3.8,7,30,20.7,114,1
3.6,7.3,26,15.6,128,1
3.5,8.1,26,22.6,149,1
3.9,8.2,31,17.9,184,1
4,7.5,27,20.8,178,1
4,8.6,30,24,174,1
3.5,7,30,13.1,147,1
3.8,7.6,27,16.5,146,1
4,7.5,30,17.6,120,1
3.8,6.8,32,12.3,102,1
3.5,8.7,29,22.9,172,1
3.5,7.9,29,20.8,192,1
3.8,8.6,27,13.6,137,1
3.7,8.6,30,20.9,147,1
3.6,8.1,29,22.3,167,1
4,7.8,31,23.7,153,1
3.5,8.5,32,19.3,113,1
3.6,8,32,21.8,104,1
3.6,7,31,13.7,188,1
4,7,26,18.8,160,1
3.6,6.8,28,17.1,160,1
3.7,7.9,30,21.3,154,1
3.5,7.8,29,14.7,144,1
3.7,7.9,26,19,113,1
3.9,8.1,31,25,177,1
3.5,7.5,45,23.5,123,1
4,8.7,31,17.8,133,1
3.8,7,27,14.1,188,1
3.8,8.6,31,16.3,152,1
3.8,8,31,20.5,107,1
3.6,8.7,31,20,188,1
3.8,8.7,32,32.3,187,1
3.9,7.6,31,14.6,166,1
3.6,8,29,18.2,176,1
3.8,7.4,27,13.3,171,1
3.7,7.2,27,18.4,157,1
3.8,7.5,28,14.6,175,1
3.6,8.4,29,19.3,152,1
3.9,8.1,30,19.7,178,1
3.7,8.2,30,12.3,105,1
3.7,7.6,36,23,125,1
3.9,8.7,30,11.6,186,1
3.8,8.1,31,18.5,134,1
3.9,7.6,29,30.4,174,1
3.9,8.5,28,24.8,144,1
3.5,7.6,31,15.3,104,1
3.8,6.9,29,23.6,113,1
3.5,7.8,27,18,151,1
4,7.8,32,10.6,166,1
3.7,7.8,29,10.4,139,1
3.5,7.9,26,24.7,128,1
3.9,7,32,14.4,143,1
3.5,7,26,24.9,119,1
3.9,8.4,34,19.9,139,1
4,8.4,26,16.9,194,1
3.9,6.8,29,16.4,110,1
3.8,7,30,20.6,137,1
3.5,7.6,29,19.9,150,1
3.6,7.6,31,17.6,101,1
3.5,8.5,32,20.2,180,1
4,7.8,32,10.9,139,1
3.6,8.2,26,14.1,134,1
3.5,7,32,20.7,179,1
3.6,6.8,30,22.2,101,1
3.5,8.3,28,17.3,138,1
3.6,7.9,27,17.2,166,1
3.8,7.5,27,19.6,173,1
3.5,7.3,29,11,136,1
3.8,7.1,27,23.5,164,1
4,7,41,18.5,165,1
3.7,7.9,32,18.8,126,1
3.8,7.5,31,22.8,100,1
4,7.2,28,22.9,167,1
4,8,30,18.5,105,1
4,8.2,29,23.5,195,1
3.6,6.8,28,18,195,1
3.6,7.2,32,15.9,128,1
3.9,8.3,28,17.7,108,1
3.5,7.3,31,16.3,182,1
3.7,7.3,28,13.2,182,1
4,7.3,26,16,200,1
3.5,8.2,42,11.7,110,1
4,8.5,30,14.1,156,1
3.8,7.4,30,16.7,172,1
3.8,7.5,31,22,109,1
3.9,7.2,27,11.3,172,1
3.8,7.9,32,19.5,159,1
3.6,8.6,32,22.9,174,1
3.5,8.6,31,20.1,141,1
3.6,8.2,29,14.4,146,1
3.7,6.8,27,16.9,181,1
4,6.8,40,10.4,103,1
4,8.4,31,14.4,169,1
3.6,7.2,31,16.1,193,1
3.9,7.3,27,15.6,165,1
3.7,8.1,30,21.2,189,1
3.5,8.3,27,19.1,101,1
3.6,7.1,31,22.5,179,1
3.6,7.6,31,14.1,164,1
3.5,7.5,34,16,131,1
3.6,8.4,29,12,130,1
3.7,8.1,30,13,156,1
3.6,7.3,28,19.3,133,1
3.7,7.5,28,11.8,162,1
3.7,7.2,26,14.6,170,1
3.6,7.6,26,10.1,131,1
3.6,8.1,31,22.9,159,1
3.7,8.7,28,22.3,107,1
3.9,7,31,14,188,1
3.6,7.8,31,15.2,119,1
3.9,8.1,29,17.3,173,1
3.8,8,42,13.7,135,1
3.7,6.8,26,20.7,109,1
3.6,7.4,29,11.4,182,1
3.5,6.8,29,18.1,198,1
3.6,7.7,26,11.5,167,1
3.7,7.3,27,11.3,164,1
3.8,6.8,26,19.8,153,1
3.5,7.5,31,19.2,161,1
3.5,7.6,28,19.3,149,1
3.9,8.2,27,17.3,194,1
4,8,32,13.7,154,1
3.5,8.7,29,16.2,108,1
3.6,7.3,26,18.9,168,1
3.6,6.8,31,21.2,165,1
3.6,7.4,29,11.5,135,1
3.5,7.4,32,10.1,122,1
3.6,7.7,27,12.6,141,1
3.9,6.9,32,10.9,144,1
3.7,7.2,31,17.7,134,1
3.8,8,29,24.8,184,1
3.8,6.9,32,24.9,173,1
3.5,7.5,26,11.4,192,1
3.7,7.9,26,13.2,159,1
3.5,7.8,29,20.6,178,1
3.5,7.2,32,10.8,157,1
3.7,7.9,31,21.7,148,1
3.8,7.2,28,16.9,184,1
3.6,8.4,27,17.6,182,1
3.6,8.3,29,24.4,127,1
3.6,8.3,28,16.3,121,1
4,7.8,32,13.5,131,1
4,7.7,27,24.5,156,1
3.7,8.6,26,22,121,1
3.6,8.5,33,16.9,170,1
3.7,6.8,26,17.5,155,1
3.6,6.9,31,22.7,181,1
3.9,8.2,32,17.3,166,1
4,7.3,26,12.8,152,1
3.7,7.8,26,14.6,178,1
