DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.7,8.1,29,17.9,178,1
3.6,8.3,30,22,139,1
3.6,7.5,27,16.1,106,1
3.7,8.5,32,22.2,123,1
3.7,7.5,27,22.1,165,1
4,7,28,17.3,117,1
3.7,7.5,32,16.3,156,1
3.8,7.7,30,23,197,1
3.8,8.4,31,17.5,197,1
3.9,7.6,26,13.6,138,1
3.8,8.1,31,14.2,199,1
3.8,8.7,32,20.9,149,1
3.5,7.2,32,12.5,168,1
3.6,6.9,31,21.6,143,1
4,7.4,26,11.8,123,1
3.9,6.9,40,12.8,170,1
3.7,8.4,32,15,190,1
3.8,8.6,27,26.3,101,1
3.7,7.3,28,11.8,176,1
3.7,7.4,38,19.1,123,1
3.6,8.1,26,16.6,152,1
4,8.7,31,24,149,1
3.7,7.4,32,11.8,183,1
3.5,7.3,27,25,104,1
3.8,7.2,31,22.5,186,1
4,8.1,28,17.4,186,1
3.6,8.2,29,15.3,101,1
3.7,8.7,26,23.4,154,1
3.8,7.6,27,15.7,182,1
3.5,8.3,32,15.8,141,1
3.6,7.3,27,23.2,112,1
3.5,7.1,29,12,158,1
3.9,6.8,28,10.5,171,1
3.5,7.7,27,12.8,160,1
3.6,7.3,30,14.2,187,1
4,8.3,28,15.6,138,1
3.6,6.8,26,17.4,116,1
4,7.5,28,11.1,115,1
3.5,8.7,26,22,176,1
3.8,8.2,30,20,106,1
3.8,7.1,29,24.8,127,1
3.8,7,37,17.8,155,1
3.8,8.1,41,14.4,187,1
4,8.6,29,12.1,200,1
3.5,8,32,11.4,129,1
4,8.1,26,16.8,104,1
3.6,7.3,26,22.9,113,1
3.9,7,26,14.9,129,1
3.8,8.2,31,32.2,138,1
4,8,28,18.4,197,1
3.5,7.4,28,20.2,127,1
3.8,8.2,30,18.6,195,1
3.8,8.4,28,16.7,171,1
3.6,7.7,32,13.9,181,1
3.8,8.4,31,17.2,156,1
3.6,8.3,32,15.6,164,1
3.7,7.5,27,14.9,168,1
3.8,7.8,29,15.6,169,1
3.6,8.2,31,18,188,1
3.9,8.3,27,19.1,105,1
3.8,7.8,28,14,106,1
3.5,8.2,27,10.6,190,1
3.7,7.3,31,15.7,200,1
3.5,7.1,30,10.8,172,1
3.9,7.9,27,22.3,180,1
3.9,8.2,29,14.3,120,1
3.9,7.6,32,18,107,1
3.8,7.9,30,19.5,161,1
3.9,7.3,30,22.2,103,1
3.5,7.8,29,12.8,117,1
3.7,7,29,14.9,108,1
3.9,6.9,26,16.5,163,1
3.6,8.2,31,15.2,153,1
3.5,8.1,27,17.4,106,1
3.8,8.2,26,20.1,189,1
4,7.6,30,21.9,171,1
4,7.4,31,12.8,143,1
4,8.7,26,25,129,1
4,7.2,43,23.5,145,1
3.7,8.4,27,11.7,182,1
3.7,6.8,28,16.7,124,1
4,8.3,30,12.5,126,1
3.7,8,29,12.5,103,1
4,8.4,30,18.5,152,1
3.5,6.8,27,21.6,178,1
3.8,7.1,28,24.7,121,1
3.9,7.5,27,20.6,144,1
3.7,7.4,31,13.6,141,1
3.5,8,29,20.8,147,1
3.6,8.4,29,24.8,117,1
3.6,7.6,29,12.5,147,1
4,7.8,28,23.5,194,1
3.7,8.5,26,21.2,170,1
4,8,29,17.4,170,1
3.7,7.8,31,20.8,172,1
3.7,6.8,27,22.9,161,1
4,7.7,28,14.9,144,1
3.6,7.9,28,18.1,184,1
3.6,8,26,24.2,178,1
3.8,6.8,29,13.4,178,1
3.8,7.1,32,12.5,172,1
3.6,8.4,26,15.7,186,1
3.5,7.1,27,19.5,147,1
3.9,8.5,28,14.1,160,1
3.6,8,27,22.1,118,1
4,7.6,29,14.2,102,1
3.7,8,27,19.7,132,1
3.9,7.7,28,12.4,160,1
3.9,7.3,30,13.2,139,1
3.9,8.4,26,11.9,190,1
3.7,6.8,31,15.1,111,1
4,8.7,32,14.5,188,1
4,7.7,30,22.8,120,1
3.9,7.4,31,21.9,116,1
3.5,7,26,24.4,134,1
3.5,8.6,32,21.4,182,1
3.7,7.8,31,14.1,194,1
3.7,8,26,33.4,177,1
3.7,7.7,28,11.6,169,1
3.6,7.6,29,15.3,200,1
3.9,7.6,26,11.5,109,1
3.5,7,31,19.3,107,1
4,8.2,43,11.3,102,1
3.9,7.3,28,17.7,150,1
4,6.9,30,12.9,157,1
4,7.9,31,23.9,138,1
3.9,8.5,29,23.4,141,1
3.6,7.6,26,21.3,129,1
3.5,6.8,29,12.1,139,1
3.6,6.8,29,24.4,123,1
3.7,8.7,30,24.8,144,1
3.7,8.5,31,19.6,129,1
4,8.6,26,23.6,143,1
3.6,8.1,28,18.2,150,1
3.8,8.3,28,22.8,108,1
3.7,7.5,32,21.8,192,1
3.9,7.4,29,11.9,165,1
3.7,8.7,30,23.3,179,1
3.6,8.3,28,20,195,1
3.7,7.1,28,12.6,115,1
3.8,8.2,31,10.2,174,1
3.7,7.3,43,22.6,154,1
3.6,7.5,26,13.3,125,1
4,7.7,41,16.4,126,1
4,8.2,28,23,153,1
3.5,8.4,32,24.2,181,1
4,8.2,27,12.6,110,1
3.5,6.9,31,24.7,188,1
3.7,6.9,30,15,148,1
3.9,7.2,30,18.8,181,1
3.5,7.5,30,22.8,135,1
3.6,8.3,27,19.7,172,1
3.9,6.8,30,13.6,142,1
4,8.6,30,14.4,129,1
4,7.7,29,16.5,168,1
3.8,8.6,30,20.6,173,1
3.5,6.9,26,14,188,1
4,8.3,28,13.7,106,1
3.5,6.9,37,12.1,129,1
3.9,7.7,32,20.6,117,1
3.6,8.6,26,13.1,170,1
3.5,8,26,21.6,192,1
3.5,7.1,26,10,197,1
3.9,6.8,29,15.5,147,1
3.8,7.6,28,18.2,139,1
3.6,8.6,29,23.4,130,1
3.5,8.5,26,15.2,106,1
3.6,6.8,27,10.1,186,1
3.8,8.3,26,23.9,187,1
3.8,6.8,28,16.4,172,1
3.8,7.6,27,19.5,147,1
3.9,7.5,30,23.6,171,1
3.9,8.3,31,23.3,102,1
3.9,7.8,31,23.2,113,1
3.7,8.6,27,13.5,149,1
3.9,7,32,14.7,137,1
3.5,8.1,31,18.5,110,1
3.9,8.3,29,18,109,1
3.9,7.3,30,24.7,198,1
3.9,7,26,10,140,1
3.9,7.9,28,14.2,113,1
3.8,8.4,32,12.8,125,1
3.6,7.3,31,20.5,117,1
3.7,7.8,28,15,199,1
3.5,6.8,26,25,190,1
3.9,8.7,27,11.5,166,1
3.7,7.1,26,24.4,120,1
4,7.7,26,12.1,175,1
3.9,7.9,30,14.5,104,1
3.6,7.1,30,21.1,184,1
4,6.9,32,22.9,106,1
3.9,7.1,26,11.6,155,1
4,7.1,30,15.7,191,1
3.8,7.5,32,15.1,114,1
3.6,7.3,30,18.9,182,1
3.9,7.5,26,15.6,105,1
4,7.9,28,16,125,1
3.8,7.9,29,11.7,181,1
3.6,8.7,28,18.9,152,1
3.7,8.2,31,20.3,166,1
3.8,7.3,28,13.6,105,1
3.9,6.9,30,19.3,118,1
3.8,8.6,31,14.8,140,1
3.6,7.4,27,19.1,114,1
3.9,8.6,27,12.3,188,1
3.5,6.9,33,17.9,135,1
3.5,7.9,26,20.9,157,1
3.9,7.7,32,23.1,186,1
3.9,7,29,21.2,175,1
3.5,6.8,29,23.9,167,1
3.6,8.4,30,10.8,164,1
3.6,8.6,32,12.3,141,1
3.6,8,28,11,169,1
3.7,8.1,32,24.9,121,1
3.6,7.9,32,12.2,170,1
4,8.7,26,13.8,105,1
3.7,7.4,28,10.6,152,1
3.7,8,28,22.2,111,1
3.7,8.2,29,19.6,183,1
3.8,6.8,30,24.6,162,1
3.9,7,29,11.4,198,1
3.7,7.4,27,24.3,141,1
3.5,7.2,31,20,167,1
3.8,8.1,26,19.8,141,1
3.5,7.6,30,27.1,152,1
3.6,7.9,30,15,107,1
3.5,7.7,29,13.8,155,1
3.9,7.3,32,21.6,107,1
3.6,7.5,27,28.5,190,1
4,7.6,32,23.4,164,1
3.7,7.9,27,16,182,1
3.9,7.6,32,19.9,135,1
3.5,7,29,15.7,173,1
4,6.8,31,17.5,178,1
3.9,6.9,26,11.6,102,1
4,7.6,26,24.2,171,1
3.8,7.1,32,11.2,128,1
3.9,7.2,29,19.4,144,1
3.5,7,31,24.2,108,1
3.9,7,28,11.7,156,1
4,8.2,32,22.4,182,1
3.8,8.1,28,13.1,131,1
4,7.4,31,16.7,144,1
4,8.4,26,11.1,121,1
3.6,8.2,26,12.4,186,1
3.5,7.1,26,15.8,183,1
3.5,7.8,27,20.1,171,1
3.8,7,28,17.2,102,1
3.5,8.3,26,22.4,190,1
3.5,8.6,32,21.1,104,1
3.8,8.5,29,17.6,147,1
3.7,8.2,30,13.8,134,1
3.6,8.1,26,23,138,1
3.7,7.2,32,22.5,103,1
3.8,6.9,31,22.1,117,1
4,8,28,17.4,149,1
3.5,7.5,26,18.9,170,1
3.8,7.9,29,12.5,120,1
3.6,8.3,27,14.2,153,1
3.6,7.2,31,21.2,192,1
3.8,8.3,29,19.1,138,1
3.8,7.8,31,18.3,145,1
4,8.5,27,14.5,103,1
3.7,7.3,30,20,189,1
3.9,8.6,26,24.2,199,1
3.7,8.7,32,16.5,184,1
3.8,6.9,31,24.5,171,1
3.8,8.1,29,17.9,118,1
3.9,8.3,26,23.5,114,1
3.8,8.4,32,22.5,115,1
3.5,8.5,27,18.1,164,1
4,7.2,31,16.9,166,1
3.9,7.3,26,24.7,103,1
3.6,8.3,29,21.8,142,1
3.6,7.6,30,17.5,124,1
3.7,7.5,32,22,159,1
3.8,7,36,20.9,135,1
3.5,7.1,31,19.7,132,1
4,7,28,14.4,179,1
3.8,8.5,38,12,102,1
3.5,8.2,26,20.5,170,1
3.7,7.5,37,22.7,191,1
4,7.3,31,21.3,107,1
3.9,6.9,30,18.6,109,1
3.5,7.4,31,16.9,155,1
3.6,8.6,26,11.8,159,1
3.8,7.1,29,21.4,199,1
3.5,8.3,27,20.1,152,1
3.7,8.6,32,22.5,123,1
3.9,8.7,28,20,104,1
3.5,8,32,24.1,187,1
3.9,8,30,21.6,163,1
3.5,7.3,30,19.7,119,1
3.7,7.3,31,10.8,116,1
4,8.3,29,14.2,173,1
4,7.7,26,13.9,145,1
3.9,8.5,29,12.9,197,1
3.7,7.6,30,15.1,115,1
4,7.6,28,31.4,141,1
3.5,8.4,31,19.2,128,1
3.5,7.3,31,13.1,107,1
3.6,6.9,30,12,112,1
3.8,8.2,32,14.1,105,1
4,8.7,28,13.5,109,1
3.8,8.5,31,17.7,155,1
3.9,8.3,29,11.8,185,1
3.7,7.7,32,13.3,148,1
3.8,7.2,30,11.3,124,1
4,8.2,28,10.5,129,1
3.7,8,28,24.4,138,1
4,6.9,26,16.4,122,1
3.5,7,31,17.8,172,1
3.9,7.6,27,30.1,128,1
3.9,7.5,42,11.7,111,1
3.8,7.4,30,10.1,134,1
3.9,8.1,27,23.2,175,1
4,7.4,31,23.3,118,1
3.9,8.3,27,25,104,1
4,7.5,27,11.4,127,1
3.7,8.1,26,21.7,182,1
3.7,8.2,29,14.7,173,1
3.7,8.2,32,24.6,105,1
3.7,7.9,32,22.3,167,1
3.7,8.4,31,10.5,150,1
3.6,7.3,31,11.2,173,1
3.6,7.3,28,12.6,136,1
3.5,7.3,32,20,196,1
3.8,8.2,29,10.7,112,1
3.9,7.6,32,19.1,168,1
3.7,8.2,31,12.5,102,1
3.5,7.1,32,10.2,152,1
3.6,7.2,26,12.2,125,1
3.9,7.4,32,18.5,143,1
3.8,8.2,27,19.5,133,1
3.5,7.8,32,10.9,102,1
3.9,8.4,32,17.4,124,1
3.8,8.6,26,17.7,128,1
3.8,8.5,27,22.8,194,1
3.8,8.5,30,21.1,153,1
3.7,8.2,29,24.6,150,1
3.6,7.3,29,12,180,1
3.7,7.1,31,21.9,171,1
3.8,7.3,31,23,113,1
4,7.5,29,16.2,102,1
3.8,8,28,24.5,156,1
4,8.1,27,12.5,111,1
3.7,8.4,31,10.2,156,1
3.6,7.9,32,20,165,1
3.9,8,31,24.6,164,1
3.5,8.2,27,24.5,109,1
3.8,7,29,19.3,170,1
3.7,8.4,31,22.3,103,1
3.8,6.9,31,20.4,105,1
3.7,6.9,30,21.1,182,1
3.5,7.5,31,18.1,149,1
3.9,8.2,32,11.8,188,1
3.7,7.1,30,22.1,101,1
4,6.8,31,34.7,107,1
4,7.9,28,14.8,149,1
3.7,6.8,27,12.5,167,1
4,8.7,30,20,101,1
3.7,8.2,27,19.7,143,1
3.7,7.7,30,11.7,182,1
4,8.2,26,10.1,177,1
3.8,7.8,26,15.1,166,1
4,8.1,29,17.7,188,1
3.5,7.8,29,12.8,189,1
4,7.6,30,10.2,181,1
3.9,8.5,44,20.5,147,1
3.7,8.3,32,10,189,1
4,8,31,11.5,132,1
3.7,8.5,27,18.7,126,1
3.8,8.7,26,21.4,183,1
4,7.2,32,17,190,1
3.7,7.5,28,12.2,184,1
3.7,7.8,29,20.8,110,1
3.9,8.3,31,11.7,117,1
4,7,32,26.7,182,1
3.9,7.8,31,15.9,185,1
3.7,8.4,29,14.7,159,1
3.5,8.5,30,15.8,129,1
3.8,8.1,26,10,103,1
3.6,7.3,29,20.6,127,1
3.6,6.8,29,29.8,122,1
3.5,8.5,27,22.1,105,1
3.5,6.9,30,18.3,148,1
3.5,8.2,31,19.2,106,1
3.5,7,27,24.3,124,1
4,8.6,31,24,174,1
4,7,29,16.9,171,1
3.8,7.1,26,11.1,136,1
3.8,7.7,26,24.8,167,1
3.8,7.2,30,24.9,197,1
3.5,8.2,32,13.9,156,1
3.7,7.4,28,21.3,180,1
3.5,8.1,30,17.3,106,1
3.9,7.8,28,22.2,176,1
3.8,7.7,32,15.9,103,1
3.7,7.4,30,21.8,167,1
4,7.4,29,19.2,200,1
3.6,7.7,29,18.8,158,1
3.8,8,27,19.2,121,1
3.7,7.2,27,14.9,113,1
4,7.7,38,12.7,118,1
3.9,6.8,29,17.3,131,1
3.8,7.1,29,24.7,146,1
3.8,8,28,11.3,149,1
3.9,8.4,31,14.2,156,1
4,7.1,27,10.9,187,1
3.5,8.6,27,18.3,113,1
3.6,8.7,31,21.2,146,1
3.6,7.6,27,20.9,111,1
3.7,8.2,32,23,126,1
3.7,7.8,31,24.3,192,1
3.6,8.5,26,24.4,165,1
3.8,8.6,31,13.1,111,1
3.5,8.7,29,24.3,153,1
3.5,8.7,26,18.9,143,1
3.5,7.7,29,18.9,126,1
3.5,8.2,30,24.8,154,1
4,7.2,32,11.8,143,1
3.8,8,27,19.5,126,1
3.7,8,29,16.5,156,1
3.5,7.4,28,11.1,190,1
4,7.6,27,19.1,117,1
3.7,7.6,28,17.4,156,1
3.8,8.1,27,23.4,120,1
3.7,8.1,28,10.7,135,1
3.9,7.9,32,17.9,117,1
3.5,7.5,32,21.2,152,1
4,8.2,30,19.1,144,1
3.5,7.9,27,19.7,196,1
4,6.9,30,23.2,127,1
3.5,7.6,31,17.5,164,1
3.5,8.3,30,19.3,174,1
4,8.6,28,17.8,110,1
3.7,8,33,12.6,151,1
3.7,8.6,26,11,123,1
3.7,8.7,26,18.6,194,1
3.8,7.2,32,34.8,195,1
3.9,7.6,30,19.3,114,1
3.7,7.9,29,13.4,192,1
3.5,8,26,10.3,155,1
3.7,6.9,31,12.8,198,1
3.5,7.8,26,20.1,130,1
3.5,7.1,31,12.1,198,1
3.8,7.3,28,10.3,145,1
3.6,8.5,28,17.2,166,1
4,8.3,29,15.5,139,1
3.6,7.2,29,18.4,121,1
3.8,7.5,28,17.4,134,1
4,7.3,30,19.7,171,1
3.6,7,26,11.3,198,1
3.8,8.2,31,18.9,178,1
3.8,8.5,26,16.7,107,1
3.5,7.7,29,17,186,1
3.5,6.8,30,18.4,171,1
3.7,7.9,26,14.5,151,1
3.7,7.5,31,11.4,178,1
3.6,8.7,28,15.5,138,1
3.7,6.8,31,23.5,178,1
3.9,7.6,27,21.2,199,1
4,6.9,32,10.2,188,1
3.8,7.9,29,22.1,138,1
3.8,7.7,29,10.9,183,1
3.6,8.7,30,14.5,109,1
3.9,6.8,30,24.3,172,1
3.7,7.9,27,15.6,182,1
3.7,7.2,29,19.3,163,1
3.6,8,32,18.7,192,1
3.6,7.6,29,19.6,189,1
3.7,8.4,27,10.7,148,1
4,7.2,27,24.9,112,1
3.6,8,32,14.6,105,1
3.8,7.5,32,11,200,1
3.5,8.3,32,18,194,1
3.9,8.3,31,15,199,1
3.5,8.3,26,14.8,126,1
3.7,8.3,32,21.5,106,1
3.6,8.7,32,11.4,182,1
3.7,8.7,32,10.4,116,1
4,7.8,31,22.9,175,1
3.7,6.8,29,16.2,136,1
3.8,8.2,30,10,158,1
4,8.4,38,16.3,134,1
3.7,7.8,29,10.8,107,1
3.5,8.1,30,24.1,113,1
3.9,7.1,27,10.8,172,1
3.5,7.7,36,20.4,106,1
3.7,7.9,29,23,168,1
4,7,31,13.2,133,1
3.8,7.6,31,17.5,142,1
3.8,7.3,28,10.9,118,1
3.9,8.7,26,13.4,184,1
4,8.5,26,13,101,1
3.5,7.6,29,12.5,152,1
3.7,8.4,29,14.7,168,1
3.5,7.6,28,21.7,107,1
3.5,7.4,32,21.9,106,1
3.9,6.9,31,15.3,192,1
3.7,8.7,31,16.5,165,1
3.8,8.1,29,10.2,193,1
3.5,8,32,21.4,121,1
3.5,7.8,30,21.6,102,1
3.6,7.4,27,20.4,174,1
3.8,7.8,31,16.5,183,1
4,8.7,29,17.4,160,1
3.8,7.1,30,17.1,175,1
3.7,7.6,31,19.2,112,1
3.7,7.4,26,21.4,152,1
3.9,6.8,28,18.9,150,1
3.6,7.8,32,19.7,160,1
3.9,8,29,19.1,163,1
4,6.9,26,25,170,1
3.9,7,27,17.1,197,1
4,7,26,21,188,1
4,8.6,26,18.8,158,1
3.8,7.4,30,10.1,170,1
3.6,7.3,32,24.1,172,1
3.6,8.1,29,15.8,135,1
3.9,7.7,31,21.2,143,1
3.9,7.3,31,18.3,101,1
3.7,8.5,26,15.6,101,1
3.9,8.4,26,17.2,128,1
3.5,8.7,29,24.8,132,1
3.7,7.6,31,25,122,1
3.5,7.9,29,32.4,140,1
3.5,7.6,31,16.8,123,1
3.7,8,30,19.7,123,1
4,7.3,31,15.4,112,1
3.7,7.1,27,12.5,103,1
4,7.2,32,24.9,108,1
3.8,7.6,28,14.3,147,1
3.8,6.8,29,15.5,149,1
3.6,8.4,32,16.2,165,1
3.8,7.5,28,12.8,130,1
3.7,8.7,30,21.5,106,1
4,7.6,28,21.8,152,1
4,7,31,21,147,1
3.8,7.7,32,13.8,142,1
3.9,8.7,29,21.3,144,1
3.7,7.9,29,19.7,138,1
3.8,7.1,31,11.6,163,1
3.7,7.4,27,23,138,1
4,7.7,27,21.8,186,1
3.8,7.5,27,14.3,123,1
4,8.3,26,23.9,129,1
3.6,7.3,31,14.4,156,1
3.5,7.5,32,14,103,1
3.5,8.3,28,32.5,112,1
3.6,7.9,31,14.8,128,1
3.8,8,30,18.6,171,1
3.8,7.2,28,20.2,120,1
3.7,7.2,29,12.7,188,1
3.8,6.9,31,12.6,183,1
3.5,7,32,24.8,181,1
3.8,7.4,26,21.8,119,1
3.8,6.9,26,14.6,133,1
3.6,7.8,30,12.1,132,1
4,7.8,31,18.5,149,1
3.8,7.8,31,14,198,1
4,8,28,24.6,172,1
3.6,7.5,26,23.9,124,1
3.6,8.4,29,10.4,147,1
4,7.8,29,13.6,128,1
3.9,7.9,30,13,196,1
3.6,8.3,35,23.4,164,1
3.7,7.7,30,14.3,139,1
3.5,8.7,29,13.3,101,1
3.7,7.9,30,16.4,133,1
4,7.8,30,16.1,172,1
3.6,7.3,29,17.7,177,1
3.8,7.2,28,24.1,148,1
3.7,8.4,29,21.3,173,1
3.7,8.5,30,24.3,157,1
3.7,8.3,28,14.1,138,1
4,7.6,31,20.7,134,1
3.9,8.3,30,21.3,188,1
3.8,7.4,30,18.5,123,1
3.8,8.5,30,15.5,139,1
4,8,32,22.8,186,1
3.9,8.2,30,23.5,123,1
3.6,7,32,21.9,176,1
3.6,7.5,32,18.2,142,1
3.7,6.8,28,13.3,177,1
3.5,6.9,28,17.2,105,1
4,8,29,12,144,1
3.7,7.3,27,16,143,1
3.9,8.4,29,15.8,196,1
3.8,7.3,28,19.9,190,1
3.6,7.2,27,13.1,143,1
4,7.7,28,15.5,100,1
3.8,7.8,31,13.4,182,1
3.5,7.9,26,10.4,126,1
3.8,7.6,32,13.5,198,1
3.5,7,31,25,143,1
3.7,8.2,32,17,112,1
3.9,8.6,26,24.9,141,1
4,7.3,28,14.9,144,1
3.9,8.2,27,14.8,145,1
3.9,8.5,28,21,121,1
3.9,8.5,27,24.2,144,1
3.8,7,31,23.5,132,1
3.6,7.5,31,16.6,107,1
3.8,8,26,26.1,183,1
3.9,8,33,14.7,134,1
3.8,8.3,26,23.9,145,1
3.9,8.5,28,11.3,151,1
3.7,7.8,32,22.1,150,1
3.5,8.7,29,14.5,175,1
4,7.1,31,16,191,1
3.6,8.6,29,17.9,181,1
3.7,8.5,27,13.9,171,1
3.7,8.6,30,12.4,102,1
3.8,8.4,40,10.2,186,1
3.5,7.9,28,17.8,166,1
3.9,7.4,27,20.8,151,1
3.6,7.2,29,22.7,200,1
3.9,8.4,29,16.7,118,1
4,6.8,32,10.6,109,1
3.9,6.9,29,15,119,1
3.6,8.6,27,22,100,1
4,6.9,32,23.7,153,1
3.7,7,27,21,114,1
3.5,7.5,31,14.6,159,1
3.9,8.6,29,21.8,143,1
3.5,8.6,29,16,183,1
3.5,6.8,31,10.2,143,1
3.7,8,32,12,179,1
3.6,8,27,20.3,151,1
3.9,8.1,28,10.6,156,1
3.5,7.8,30,15.8,169,1
3.9,8.2,32,18.7,110,1
4,8.1,32,14.1,141,1
3.7,6.8,29,12.4,129,1
3.8,8,29,11.3,121,1
3.5,8.6,29,17.5,147,1
3.7,6.8,29,12.2,184,1
3.9,6.9,30,15.4,128,1
3.9,7.8,26,16,140,1
3.5,8.6,26,21.1,136,1
3.8,8.6,32,12.2,196,1
3.6,7.3,29,17.9,134,1
4,7.5,32,13.2,189,1
3.8,8,28,24.6,179,1
3.6,7.3,28,21.3,157,1
3.6,7.6,32,11.3,150,1
3.8,7,28,20.6,123,1
3.6,7.9,31,12.8,106,1
3.6,8.1,29,14.6,126,1
3.6,8.3,27,23.5,136,1
3.6,7.2,30,19.6,137,1
3.7,6.9,27,23.5,147,1
3.7,7.3,31,24.9,106,1
3.5,6.8,27,10.9,166,1
3.7,8,28,22.1,109,1
3.9,7.4,31,12,199,1
3.9,7.7,32,22.6,170,1
4,7.9,31,22.7,153,1
3.6,7,30,23.4,131,1
4,7.7,29,19.2,191,1
3.8,8.7,26,18.1,154,1
3.5,8.1,31,10.9,130,1
3.6,8.4,32,14.4,159,1
3.9,7.5,31,22.6,140,1
3.5,8.4,27,22.7,179,1
3.6,7.1,31,23.2,110,1
4,7.4,26,11,182,1
3.8,8.2,30,21.6,151,1
3.8,7.7,31,11.4,177,1
4,8,31,21.3,117,1
3.6,7,28,18.3,167,1
4,6.8,30,20.5,151,1
3.8,8.3,29,17.4,130,1
3.6,8.7,28,14.2,149,1
3.8,8.4,29,23.5,179,1
3.9,8.1,26,14.5,100,1
3.7,7,36,17,123,1
3.5,8.3,27,12.8,161,1
3.7,7.1,27,14.1,192,1
3.7,8.6,27,19.6,186,1
3.7,7.3,32,21.6,135,1
3.5,7.7,26,11.4,179,1
3.9,6.9,26,27.1,186,1
3.8,7.4,31,16.6,115,1
3.6,7.9,28,17.9,114,1
3.6,7.7,30,10.7,135,1
4,7.2,32,18.1,131,1
3.6,8.7,31,18.7,155,1
3.8,7.8,29,24.6,116,1
3.8,7.1,29,16.5,104,1
3.7,7.7,29,15.5,166,1
3.6,7.3,36,22.3,132,1
3.9,6.9,27,13.1,180,1
3.7,8,30,24.4,171,1
3.7,7.1,31,31.8,141,1
3.9,6.8,27,22.8,168,1
3.5,8.1,29,24,200,1
3.7,7.6,27,20.8,134,1
3.9,8.3,31,15.9,185,1
4,8.2,31,18.6,107,1
3.6,6.8,26,19.2,107,1
4,8.7,32,19,177,1
4,7.5,32,22.2,148,1
3.8,7.3,32,23.5,128,1
3.5,7.7,40,16.7,121,1
3.6,7.9,27,19.9,140,1
3.7,8.4,27,17.9,123,1
3.8,7.1,31,24.7,154,1
3.7,8.7,27,23.4,111,1
3.6,8.1,30,17.8,112,1
3.5,8.3,27,18.9,111,1
3.9,7.7,28,19.9,185,1
3.7,6.8,28,17.6,164,1
3.5,7.1,31,24.3,153,1
3.8,8.7,31,19.5,181,1
3.5,6.8,30,10.3,144,1
3.7,7.8,31,17.7,145,1
3.7,8.6,31,21.8,127,1
3.9,7.5,31,17.5,112,1
3.9,8,30,16,105,1
3.5,7.2,37,12.3,162,1
4,8.5,26,24.2,191,1
3.5,8.5,27,21.3,153,1
4,6.9,30,24.3,172,1
3.5,8.7,26,10.8,113,1
3.8,8.2,31,23.2,165,1
4,8.1,26,12.6,187,1
4,8.2,32,23.6,130,1
3.7,7,27,13.4,141,1
3.5,7.3,29,24.6,159,1
4,7.2,28,18.9,131,1
3.5,8.4,26,21,148,1
3.7,7.5,41,20.3,169,1
3.6,8.3,30,18.4,193,1
3.8,7.4,29,14.1,133,1
3.8,8.7,31,15.2,128,1
4,6.8,32,12.8,189,1
3.8,7.4,27,24.2,175,1
3.8,7.1,31,13.2,137,1
3.8,8.1,29,23.4,153,1
3.8,7.2,27,22.4,179,1
4,8.2,26,17.6,121,1
4,7.4,39,20.3,164,1
3.6,7.6,28,13.3,158,1
3.5,8.7,31,23.3,161,1
3.8,8.3,28,15,199,1
3.9,7.3,27,20.4,200,1
4,7.1,27,13.4,163,1
3.8,8,26,22.9,110,1
3.5,7.2,27,24.7,200,1
4,8.1,33,22.9,170,1
3.9,7.5,27,11.4,106,1
3.7,7.8,30,23.5,181,1
3.5,8.4,30,23.2,182,1
3.9,7.5,31,20.6,144,1
3.8,6.9,31,15.5,143,1
4,7.2,26,21.4,182,1
3.5,7.9,31,22.9,121,1
3.5,7.3,27,15.7,115,1
3.6,8.3,31,12.5,154,1
3.5,8.6,32,21.5,178,1
3.9,6.9,31,15.6,161,1
3.9,7.8,39,11.7,130,1
3.8,8.2,32,12,169,1
3.6,8.1,31,24.5,145,1
3.5,7.7,31,21.7,169,1
4,8.5,29,10.4,109,1
3.5,6.8,29,22.6,100,1
3.7,8.3,29,16.1,177,1
3.8,7.7,26,19,148,1
3.7,7.4,29,12.4,183,1
3.9,7.1,32,12.2,106,1
3.5,7.6,29,10,123,1
3.5,8.7,26,12.9,177,1
3.9,7.8,27,24.3,187,1
3.7,6.9,26,21.3,141,1
3.7,8.2,29,15.4,140,1
3.8,8.1,26,11.7,112,1
4,8,27,22.2,189,1
3.9,8,31,14.4,172,1
3.7,8.6,31,18.4,122,1
3.7,7.4,29,19.4,104,1
3.7,7.9,30,20.7,117,1
3.7,7.2,27,11,177,1
3.9,8.4,30,21,101,1
3.5,6.8,30,17.1,150,1
4,7,26,14.3,148,1
4,8.3,28,21.5,161,1
3.6,8.4,31,11.4,162,1
3.8,7.1,32,15.7,133,1
3.5,7,29,14.7,117,1
3.9,8,30,23.7,197,1
3.7,8.7,31,24.9,178,1
3.5,7.1,26,13,173,1
3.6,8.4,26,24.1,123,1
3.6,8.3,43,24.2,194,1
3.6,7.3,28,12.6,126,1
3.5,7.3,29,17.8,143,1
3.5,7.1,28,18.3,129,1
3.8,8,31,13.3,184,1
3.7,8.7,27,24.5,120,1
3.7,8.7,29,16.9,185,1
3.6,8.1,27,23.3,106,1
3.8,7.8,29,15.8,141,1
3.6,8,30,10.6,108,1
3.8,7.9,29,24.4,123,1
3.7,7.6,29,12.1,107,1
3.6,7.1,29,17,104,1
